"latitude","longitude","elevation","time","hr","name","cadence","speed","distance","power","temperature"
"33.126515","-117.3271676","-17.228","2018-01-24T19:27:58.674000Z","0","GPS5","0","1.221","0","0","0"
"33.1265159","-117.3271672","-17.231","2018-01-24T19:27:58.729556Z","0","GPS5","0","1.221","0","0","0"
"33.1265171","-117.3271666","-17.226","2018-01-24T19:27:58.785111Z","0","GPS5","0","1.243","0","0","0"
"33.1265178","-117.3271665","-17.199","2018-01-24T19:27:58.840667Z","0","GPS5","0","1.216","0","0","0"
"33.1265183","-117.3271666","-17.162","2018-01-24T19:27:58.896222Z","0","GPS5","0","1.178","0","0","0"
"33.1265191","-117.3271688","-17.111","2018-01-24T19:27:58.951778Z","0","GPS5","0","0.964","0","0","0"
"33.1265225","-117.3271692","-17.14","2018-01-24T19:27:59.007333Z","0","GPS5","0","1.089","0","0","0"
"33.1265255","-117.3271673","-17.209","2018-01-24T19:27:59.062889Z","0","GPS5","0","1.361","0","0","0"
"33.1265281","-117.327166","-17.227","2018-01-24T19:27:59.118444Z","0","GPS5","0","1.537","0","0","0"
"33.1265304","-117.3271631","-17.225","2018-01-24T19:27:59.174000Z","0","GPS5","0","1.779","0","0","0"
"33.1265331","-117.3271608","-17.23","2018-01-24T19:27:59.229556Z","0","GPS5","0","1.989","0","0","0"
"33.1265369","-117.3271573","-17.241","2018-01-24T19:27:59.285111Z","0","GPS5","0","2.334","0","0","0"
"33.1265373","-117.3271567","-17.211","2018-01-24T19:27:59.340667Z","0","GPS5","0","2.293","0","0","0"
"33.1265374","-117.3271571","-17.206","2018-01-24T19:27:59.396222Z","0","GPS5","0","2.17","0","0","0"
"33.126538","-117.327157","-17.177","2018-01-24T19:27:59.451778Z","0","GPS5","0","2.136","0","0","0"
"33.1265385","-117.3271569","-17.148","2018-01-24T19:27:59.507333Z","0","GPS5","0","2.104","0","0","0"
"33.1265423","-117.3271548","-18.062","2018-01-24T19:27:59.562889Z","0","GPS5","0","2.166","0","0","0"
"33.1265426","-117.3271529","-18.199","2018-01-24T19:27:59.609000Z","0","GPS5","0","2.212","0","0","0"
"33.1265427","-117.3271517","-18.259","2018-01-24T19:27:59.664556Z","0","GPS5","0","2.177","0","0","0"
"33.1265426","-117.3271505","-18.286","2018-01-24T19:27:59.720111Z","0","GPS5","0","2.144","0","0","0"
"33.1265425","-117.3271494","-18.296","2018-01-24T19:27:59.775667Z","0","GPS5","0","2.113","0","0","0"
"33.1265424","-117.3271483","-18.277","2018-01-24T19:27:59.831222Z","0","GPS5","0","2.108","0","0","0"
"33.1265422","-117.3271479","-18.255","2018-01-24T19:27:59.886778Z","0","GPS5","0","2.071","0","0","0"
"33.1265422","-117.3271473","-18.234","2018-01-24T19:27:59.942333Z","0","GPS5","0","2.061","0","0","0"
"33.1265421","-117.3271468","-18.214","2018-01-24T19:27:59.997889Z","0","GPS5","0","2.05","0","0","0"
"33.1265415","-117.3271468","-18.193","2018-01-24T19:28:00.053444Z","0","GPS5","0","1.971","0","0","0"
"33.1265408","-117.3271468","-18.173","2018-01-24T19:28:00.109000Z","0","GPS5","0","1.894","0","0","0"
"33.126541","-117.3271472","-18.166","2018-01-24T19:28:00.164556Z","0","GPS5","0","1.808","0","0","0"
"33.1265411","-117.3271479","-18.179","2018-01-24T19:28:00.220111Z","0","GPS5","0","1.703","0","0","0"
"33.1265407","-117.327148","-18.188","2018-01-24T19:28:00.275667Z","0","GPS5","0","1.573","0","0","0"
"33.1265413","-117.3271473","-18.187","2018-01-24T19:28:00.331222Z","0","GPS5","0","1.573","0","0","0"
"33.1265418","-117.3271466","-18.186","2018-01-24T19:28:00.386778Z","0","GPS5","0","1.573","0","0","0"
"33.1265423","-117.3271459","-18.186","2018-01-24T19:28:00.442333Z","0","GPS5","0","1.573","0","0","0"
"33.1265428","-117.3271452","-18.185","2018-01-24T19:28:00.497889Z","0","GPS5","0","1.573","0","0","0"
"33.1265433","-117.3271445","-18.185","2018-01-24T19:28:00.553444Z","0","GPS5","0","1.573","0","0","0"
"33.1265438","-117.3271438","-18.184","2018-01-24T19:28:00.609000Z","0","GPS5","0","1.573","0","0","0"
"33.1265444","-117.3271431","-18.183","2018-01-24T19:28:00.654000Z","0","GPS5","0","1.573","0","0","0"
"33.1265449","-117.3271424","-18.183","2018-01-24T19:28:00.709556Z","0","GPS5","0","1.573","0","0","0"
"33.1265454","-117.3271417","-18.182","2018-01-24T19:28:00.765111Z","0","GPS5","0","1.573","0","0","0"
"33.1265459","-117.327141","-18.182","2018-01-24T19:28:00.820667Z","0","GPS5","0","1.573","0","0","0"
"33.1265464","-117.3271403","-18.181","2018-01-24T19:28:00.876222Z","0","GPS5","0","1.573","0","0","0"
"33.1265469","-117.3271396","-18.18","2018-01-24T19:28:00.931778Z","0","GPS5","0","1.573","0","0","0"
"33.1265475","-117.3271389","-18.18","2018-01-24T19:28:00.987333Z","0","GPS5","0","1.573","0","0","0"
"33.126548","-117.3271382","-18.179","2018-01-24T19:28:01.042889Z","0","GPS5","0","1.573","0","0","0"
"33.1265485","-117.3271375","-18.179","2018-01-24T19:28:01.098444Z","0","GPS5","0","1.573","0","0","0"
"33.126549","-117.3271368","-18.178","2018-01-24T19:28:01.154000Z","0","GPS5","0","1.573","0","0","0"
"33.1265495","-117.3271361","-18.177","2018-01-24T19:28:01.209556Z","0","GPS5","0","1.573","0","0","0"
"33.12655","-117.3271354","-18.177","2018-01-24T19:28:01.265111Z","0","GPS5","0","1.573","0","0","0"
"33.1265506","-117.3271347","-18.176","2018-01-24T19:28:01.320667Z","0","GPS5","0","1.573","0","0","0"
"33.1265511","-117.3271341","-18.176","2018-01-24T19:28:01.376222Z","0","GPS5","0","1.573","0","0","0"
"33.1265516","-117.3271334","-18.175","2018-01-24T19:28:01.431778Z","0","GPS5","0","1.573","0","0","0"
"33.1265521","-117.3271327","-18.175","2018-01-24T19:28:01.487333Z","0","GPS5","0","1.573","0","0","0"
"33.1265526","-117.327132","-18.174","2018-01-24T19:28:01.542889Z","0","GPS5","0","1.573","0","0","0"
"33.1265531","-117.3271313","-18.173","2018-01-24T19:28:01.598444Z","0","GPS5","0","1.573","0","0","0"
"33.1265537","-117.3271306","-18.173","2018-01-24T19:28:01.654000Z","0","GPS5","0","1.573","0","0","0"
"33.1265542","-117.3271299","-18.172","2018-01-24T19:28:01.699000Z","0","GPS5","0","1.573","0","0","0"
"33.1265547","-117.3271292","-18.172","2018-01-24T19:28:01.754556Z","0","GPS5","0","1.573","0","0","0"
"33.1265552","-117.3271285","-18.171","2018-01-24T19:28:01.810111Z","0","GPS5","0","1.573","0","0","0"
"33.1265557","-117.3271278","-18.17","2018-01-24T19:28:01.865667Z","0","GPS5","0","1.573","0","0","0"
"33.1265562","-117.3271271","-18.17","2018-01-24T19:28:01.921222Z","0","GPS5","0","1.573","0","0","0"
"33.1265567","-117.3271264","-18.169","2018-01-24T19:28:01.976778Z","0","GPS5","0","1.573","0","0","0"
"33.1265573","-117.3271257","-18.169","2018-01-24T19:28:02.032333Z","0","GPS5","0","1.573","0","0","0"
"33.1265578","-117.327125","-18.168","2018-01-24T19:28:02.087889Z","0","GPS5","0","1.573","0","0","0"
"33.1265583","-117.3271243","-18.167","2018-01-24T19:28:02.143444Z","0","GPS5","0","1.573","0","0","0"
"33.1265588","-117.3271236","-18.167","2018-01-24T19:28:02.199000Z","0","GPS5","0","1.573","0","0","0"
"33.1265593","-117.3271229","-18.166","2018-01-24T19:28:02.254556Z","0","GPS5","0","1.573","0","0","0"
"33.1265598","-117.3271222","-18.166","2018-01-24T19:28:02.310111Z","0","GPS5","0","1.573","0","0","0"
"33.1265604","-117.3271215","-18.165","2018-01-24T19:28:02.365667Z","0","GPS5","0","1.573","0","0","0"
"33.1265609","-117.3271208","-18.164","2018-01-24T19:28:02.421222Z","0","GPS5","0","1.573","0","0","0"
"33.1265614","-117.3271202","-18.164","2018-01-24T19:28:02.476778Z","0","GPS5","0","1.573","0","0","0"
"33.1265619","-117.3271195","-18.163","2018-01-24T19:28:02.532333Z","0","GPS5","0","1.573","0","0","0"
"33.1265624","-117.3271188","-18.163","2018-01-24T19:28:02.587889Z","0","GPS5","0","1.573","0","0","0"
