"latitude","longitude","elevation","time","hr","name","cadence","speed","distance","power","temperature"
"33.1264969","-117.3273542","-20.184","2017-04-17T17:31:03.000000Z","0","GPS5","0","0.167","0","0","0"
"33.1264969","-117.3273541","-20.146","2017-04-17T17:31:03.055556Z","0","GPS5","0","0.178","0","0","0"
"33.1264968","-117.3273541","-20.102","2017-04-17T17:31:03.111111Z","0","GPS5","0","0.162","0","0","0"
"33.1264967","-117.3273541","-20.088","2017-04-17T17:31:03.166667Z","0","GPS5","0","0.161","0","0","0"
"33.1264967","-117.3273542","-20.091","2017-04-17T17:31:03.222222Z","0","GPS5","0","0.182","0","0","0"
"33.1264967","-117.3273543","-20.089","2017-04-17T17:31:03.277778Z","0","GPS5","0","0.194","0","0","0"
"33.1264967","-117.3273544","-20.075","2017-04-17T17:31:03.333333Z","0","GPS5","0","0.203","0","0","0"
"33.1264967","-117.3273545","-20.068","2017-04-17T17:31:03.388889Z","0","GPS5","0","0.217","0","0","0"
"33.1264967","-117.3273547","-20.048","2017-04-17T17:31:03.444444Z","0","GPS5","0","0.236","0","0","0"
"33.1264967","-117.3273549","-20.036","2017-04-17T17:31:03.500000Z","0","GPS5","0","0.264","0","0","0"
"33.1264967","-117.3273551","-20.035","2017-04-17T17:31:03.555556Z","0","GPS5","0","0.284","0","0","0"
"33.1264968","-117.3273554","-20.035","2017-04-17T17:31:03.611111Z","0","GPS5","0","0.318","0","0","0"
"33.1264969","-117.3273557","-20.041","2017-04-17T17:31:03.666667Z","0","GPS5","0","0.378","0","0","0"
"33.1264969","-117.3273562","-20.03","2017-04-17T17:31:03.722222Z","0","GPS5","0","0.459","0","0","0"
"33.126497","-117.3273566","-20.023","2017-04-17T17:31:03.777778Z","0","GPS5","0","0.535","0","0","0"
"33.1264971","-117.3273571","-20.037","2017-04-17T17:31:03.833333Z","0","GPS5","0","0.584","0","0","0"
"33.1264972","-117.3273575","-20.039","2017-04-17T17:31:03.888889Z","0","GPS5","0","0.619","0","0","0"
"33.1264973","-117.3273579","-20.041","2017-04-17T17:31:03.944444Z","0","GPS5","0","0.676","0","0","0"
"33.1264974","-117.3273584","-20.054","2017-04-17T17:31:03.985000Z","0","GPS5","0","0.726","0","0","0"
"33.1264976","-117.3273589","-20.071","2017-04-17T17:31:04.040556Z","0","GPS5","0","0.748","0","0","0"
"33.1264977","-117.3273591","-20.079","2017-04-17T17:31:04.096111Z","0","GPS5","0","0.724","0","0","0"
"33.1264979","-117.3273595","-20.09","2017-04-17T17:31:04.151667Z","0","GPS5","0","0.746","0","0","0"
"33.126498","-117.32736","-20.118","2017-04-17T17:31:04.207222Z","0","GPS5","0","0.782","0","0","0"
"33.1264983","-117.3273604","-20.156","2017-04-17T17:31:04.262778Z","0","GPS5","0","0.812","0","0","0"
"33.1264986","-117.3273608","-20.147","2017-04-17T17:31:04.318333Z","0","GPS5","0","0.811","0","0","0"
"33.1264989","-117.3273613","-20.17","2017-04-17T17:31:04.373889Z","0","GPS5","0","0.86","0","0","0"
"33.1264993","-117.327362","-20.204","2017-04-17T17:31:04.429444Z","0","GPS5","0","0.94","0","0","0"
"33.1264998","-117.3273627","-20.194","2017-04-17T17:31:04.485000Z","0","GPS5","0","0.998","0","0","0"
"33.1265005","-117.3273631","-20.127","2017-04-17T17:31:04.540556Z","0","GPS5","0","1.007","0","0","0"
"33.1265011","-117.3273635","-20.099","2017-04-17T17:31:04.596111Z","0","GPS5","0","1.022","0","0","0"
"33.1265017","-117.3273639","-20.142","2017-04-17T17:31:04.651667Z","0","GPS5","0","1.039","0","0","0"
"33.126502","-117.327364","-20.23","2017-04-17T17:31:04.707222Z","0","GPS5","0","1.013","0","0","0"
"33.1265025","-117.3273644","-20.293","2017-04-17T17:31:04.762778Z","0","GPS5","0","1.029","0","0","0"
"33.1265032","-117.3273649","-20.279","2017-04-17T17:31:04.818333Z","0","GPS5","0","1.041","0","0","0"
"33.1265043","-117.3273652","-20.237","2017-04-17T17:31:04.873889Z","0","GPS5","0","1.011","0","0","0"
"33.1265052","-117.3273654","-20.231","2017-04-17T17:31:04.929444Z","0","GPS5","0","1.014","0","0","0"
"33.1265058","-117.3273656","-20.263","2017-04-17T17:31:04.975000Z","0","GPS5","0","1.018","0","0","0"
"33.126506","-117.3273659","-20.307","2017-04-17T17:31:05.030556Z","0","GPS5","0","1.012","0","0","0"
"33.1265067","-117.3273663","-20.285","2017-04-17T17:31:05.086111Z","0","GPS5","0","1.055","0","0","0"
"33.1265076","-117.3273667","-20.255","2017-04-17T17:31:05.141667Z","0","GPS5","0","1.094","0","0","0"
"33.1265083","-117.3273669","-20.259","2017-04-17T17:31:05.197222Z","0","GPS5","0","1.093","0","0","0"
"33.126509","-117.3273671","-20.238","2017-04-17T17:31:05.252778Z","0","GPS5","0","1.108","0","0","0"
"33.1265096","-117.3273676","-20.196","2017-04-17T17:31:05.308333Z","0","GPS5","0","1.148","0","0","0"
"33.1265102","-117.3273679","-20.223","2017-04-17T17:31:05.363889Z","0","GPS5","0","1.172","0","0","0"
"33.1265107","-117.3273682","-20.234","2017-04-17T17:31:05.419444Z","0","GPS5","0","1.146","0","0","0"
"33.1265114","-117.3273685","-20.216","2017-04-17T17:31:05.475000Z","0","GPS5","0","1.14","0","0","0"
"33.1265119","-117.3273687","-20.215","2017-04-17T17:31:05.530556Z","0","GPS5","0","1.127","0","0","0"
"33.1265127","-117.3273692","-20.239","2017-04-17T17:31:05.586111Z","0","GPS5","0","1.163","0","0","0"
"33.1265134","-117.3273696","-20.273","2017-04-17T17:31:05.641667Z","0","GPS5","0","1.22","0","0","0"
"33.1265142","-117.3273697","-20.302","2017-04-17T17:31:05.697222Z","0","GPS5","0","1.243","0","0","0"
