"latitude","longitude","elevation","time","hr","name","cadence","speed","distance","power","temperature"
"48.8083646","9.3550506","248.083","2025-01-07T10:33:02.100000Z","0","GPS5","0","1.499","0","0","0"
"48.8083646","9.3550506","248.083","2025-01-07T10:33:02.100000Z","0","GPS9","0","1.499","0","0","0"
"48.8083674","9.3550544","248.117","2025-01-07T10:33:02.400000Z","0","GPS5","0","1.549","0","0","0"
"48.8083701","9.3550576","248.112","2025-01-07T10:33:02.600000Z","0","GPS9","0","1.432","0","0","0"
"48.8083726","9.3550621","248.084","2025-01-07T10:33:02.900000Z","0","GPS5","0","1.634","0","0","0"
"48.808375","9.3550657","248.068","2025-01-07T10:33:03.100000Z","0","GPS9","0","1.359","0","0","0"
"48.8083774","9.3550696","247.987","2025-01-07T10:33:03.400000Z","0","GPS5","0","1.634","0","0","0"
"48.8083794","9.355074","248.011","2025-01-07T10:33:03.600000Z","0","GPS9","0","1.267","0","0","0"
"48.8083821","9.3550771","247.87","2025-01-07T10:33:03.900000Z","0","GPS5","0","1.612","0","0","0"
"48.8083843","9.3550801","247.806","2025-01-07T10:33:04.100000Z","0","GPS9","0","1.117","0","0","0"
"48.8083866","9.3550841","247.77","2025-01-07T10:33:04.400000Z","0","GPS5","0","1.588","0","0","0"
"48.8083892","9.3550878","247.712","2025-01-07T10:33:04.600000Z","0","GPS9","0","1.556","0","0","0"
"48.8083916","9.3550905","247.66","2025-01-07T10:33:04.900000Z","0","GPS5","0","1.488","0","0","0"
"48.8083943","9.3550945","247.598","2025-01-07T10:33:05.100000Z","0","GPS9","0","1.67","0","0","0"
"48.8083968","9.3550971","247.591","2025-01-07T10:33:05.400000Z","0","GPS5","0","1.463","0","0","0"
"48.8083997","9.3551005","247.533","2025-01-07T10:33:05.600000Z","0","GPS9","0","1.695","0","0","0"
"48.8084024","9.355103","247.531","2025-01-07T10:33:05.900000Z","0","GPS5","0","1.494","0","0","0"
"48.8084052","9.3551066","247.501","2025-01-07T10:33:06.100000Z","0","GPS9","0","1.751","0","0","0"
"48.8084078","9.3551091","247.486","2025-01-07T10:33:06.400000Z","0","GPS5","0","1.51","0","0","0"
"48.8084105","9.3551121","247.447","2025-01-07T10:33:06.600000Z","0","GPS9","0","1.589","0","0","0"
"48.8084134","9.3551153","247.446","2025-01-07T10:33:06.900000Z","0","GPS5","0","1.596","0","0","0"
"48.8084161","9.3551184","247.477","2025-01-07T10:33:07.100000Z","0","GPS9","0","1.555","0","0","0"
"48.8084189","9.355122","247.457","2025-01-07T10:33:07.400000Z","0","GPS5","0","1.664","0","0","0"
"48.8084217","9.355125","247.472","2025-01-07T10:33:07.600000Z","0","GPS9","0","1.564","0","0","0"
"48.8084245","9.355128","247.445","2025-01-07T10:33:07.900000Z","0","GPS5","0","1.611","0","0","0"
"48.8084273","9.3551308","247.476","2025-01-07T10:33:08.100000Z","0","GPS9","0","1.511","0","0","0"
"48.8084299","9.3551342","247.428","2025-01-07T10:33:08.400000Z","0","GPS5","0","1.585","0","0","0"
"48.8084328","9.3551367","247.462","2025-01-07T10:33:08.600000Z","0","GPS9","0","1.475","0","0","0"
"48.8084355","9.3551399","247.427","2025-01-07T10:33:08.900000Z","0","GPS5","0","1.657","0","0","0"
"48.8084383","9.3551423","247.37","2025-01-07T10:33:09.100000Z","0","GPS9","0","1.472","0","0","0"
"48.8084407","9.3551445","247.21","2025-01-07T10:33:09.400000Z","0","GPS5","0","1.625","0","0","0"
"48.8084429","9.3551473","247.255","2025-01-07T10:33:09.600000Z","0","GPS9","0","1.317","0","0","0"
"48.8084454","9.3551488","247.085","2025-01-07T10:33:09.900000Z","0","GPS5","0","1.53","0","0","0"
"48.8084481","9.3551509","246.982","2025-01-07T10:33:10.100000Z","0","GPS9","0","1.652","0","0","0"
"48.8084506","9.3551527","246.929","2025-01-07T10:33:10.400000Z","0","GPS5","0","1.543","0","0","0"
"48.8084533","9.3551552","246.788","2025-01-07T10:33:10.600000Z","0","GPS9","0","1.743","0","0","0"
"48.8084555","9.3551572","246.843","2025-01-07T10:33:10.900000Z","0","GPS5","0","1.428","0","0","0"
"48.8084585","9.3551583","246.64","2025-01-07T10:33:11.100000Z","0","GPS9","0","1.742","0","0","0"
"48.8084613","9.3551612","246.754","2025-01-07T10:33:11.400000Z","0","GPS5","0","1.579","0","0","0"
"48.8084642","9.3551632","246.656","2025-01-07T10:33:11.600000Z","0","GPS9","0","1.734","0","0","0"
"48.8084671","9.3551652","246.649","2025-01-07T10:33:11.900000Z","0","GPS5","0","1.569","0","0","0"
"48.80847","9.3551673","246.642","2025-01-07T10:33:12.100000Z","0","GPS9","0","1.71","0","0","0"
"48.8084732","9.3551687","246.608","2025-01-07T10:33:12.400000Z","0","GPS5","0","1.611","0","0","0"
"48.8084762","9.3551703","246.605","2025-01-07T10:33:12.600000Z","0","GPS9","0","1.577","0","0","0"
"48.8084792","9.3551728","246.586","2025-01-07T10:33:12.900000Z","0","GPS5","0","1.64","0","0","0"
"48.8084822","9.3551747","246.644","2025-01-07T10:33:13.100000Z","0","GPS9","0","1.538","0","0","0"
"48.8084855","9.3551764","246.59","2025-01-07T10:33:13.400000Z","0","GPS5","0","1.634","0","0","0"
